user_id,base,approach,geography,jnd,accuracy
G82XIIKuhu,0.2,below,3_irreg,0.147916667,0.625
ST3CRXzGiE,0.2,below,2_reg,0.143333333,0.541666667
eIcnWQVEjC,0.2,below,2_reg,0.086666667,0.791666667
6QuMNakesE,0.2,below,2_reg,0.145416667,0.5
YyVGK0Nzef,0.2,below,3_irreg,0.12,0.625
XTWPl5eeJu,0.2,below,2_reg,0.154166667,0.583333333
RquOwp0mcj,0.2,below,3_irreg,0.1575,0.5
AQcQpTyZwQ,0.2,below,2_reg,0.152083333,0.625
3woqY8yXwV,0.2,below,3_irreg,0.160416667,0.5
tStoXKm7Aj,0.2,below,3_irreg,0.134583333,0.625
1EmHBGRCIU,0.2,below,3_irreg,0.164583333,0.458333333
5lK3KLmZz2,0.2,below,3_irreg,0.131666667,0.625
fEC8P5xTYN,0.2,below,3_irreg,0.156666667,0.416666667
nX78iRR50i,0.2,below,3_irreg,0.152083333,0.583333333
EW9BaRygWB,0.2,below,2_reg,0.142916667,0.625
1Ndt1LbZPV,0.2,below,3_irreg,0.116666667,0.708333333
5xQf2bzzpv,0.2,below,3_irreg,0.145,0.583333333
kEXgs9Xhw9,0.2,below,3_irreg,0.100416667,0.708333333
wenaTLfrvF,0.2,below,2_reg,0.121666667,0.708333333
pPLjOKGeJ4,0.2,below,2_reg,0.170833333,0.458333333
PHIYba3zlJ,0.2,below,3_irreg,0.137083333,0.583333333
liCrACNohT,0.2,below,2_reg,0.16,0.416666667
wES68XXPmJ,0.2,below,2_reg,0.125833333,0.666666667
zHyozmaaoq,0.2,below,3_irreg,0.059583333,0.833333333
Xk0k1yNqnE,0.2,below,3_irreg,0.11625,0.75
W1BTpnJQLX,0.2,below,3_irreg,0.177083333,0.416666667
iET9V47sIN,0.2,below,2_reg,0.149166667,0.583333333
xrDAlLnwrj,0.2,below,3_irreg,0.11625,0.666666667
aMUXBNoWX0,0.2,below,3_irreg,0.117083333,0.666666667
FwkgCa2cJ7,0.2,below,3_irreg,0.134583333,0.708333333
iamghgZcFO,0.2,below,3_irreg,0.139583333,0.541666667
pKZG6lkZCY,0.2,below,2_reg,0.139166667,0.583333333
bl1atEvbMl,0.2,below,3_irreg,0.154166667,0.541666667
icG3IaPY36,0.2,below,2_reg,0.177083333,0.416666667
QJchdzW2tA,0.2,below,2_reg,0.164583333,0.5
C0juimVqfJ,0.2,below,2_reg,0.161666667,0.458333333
3nCOBN27fI,0.2,below,2_reg,0.12875,0.625
EcM8Cw7iCt,0.2,below,2_reg,0.16875,0.458333333
l5mALDRjhd,0.2,below,2_reg,0.158333333,0.458333333
giZYPDki51,0.2,below,2_reg,0.142916667,0.625
WKcTUcUy8n,0.2,below,3_irreg,0.142916667,0.583333333
BsUfNFbqH5,0.2,below,3_irreg,0.142916667,0.625
9ZzGEbejvk,0.2,below,3_irreg,0.152083333,0.541666667
ySeGJH1CmQ,0.2,below,2_reg,0.121666667,0.625
zrkoNoetjg,0.2,below,3_irreg,0.134583333,0.666666667
sUF4KXE9Qw,0.2,below,3_irreg,0.107083333,0.708333333
RWhad4Alfq,0.2,below,2_reg,0.1575,0.5
R3IQRFp1A2,0.2,below,2_reg,0.152083333,0.583333333
ZZvBbipnsh,0.2,below,3_irreg,0.124166667,0.625
wnxwy3G62e,0.2,below,2_reg,0.095416667,0.75
Mz0onOE30i,0.3,above,3_irreg,0.495833333,0.708333333
6hIIZB3tP9,0.3,above,2_reg,0.208333333,0.791666667
BdouzV5eGW,0.3,above,2_reg,0.408333333,0.708333333
eCFJsb8sF4,0.3,above,2_reg,0.333333333,0.708333333
oZSavlGeP3,0.3,above,1_grid,0.325,0.75
saknf1WDg4,0.3,above,2_reg,0.160833333,0.75
MIfIN9YpJp,0.3,above,1_grid,0.139583333,0.75
RI4gZAO68b,0.3,above,1_grid,0.208333333,0.75
SaOtlZt0c9,0.3,above,2_reg,0.072916667,0.791666667
3Qr9L4x6tQ,0.3,above,2_reg,0.414583333,0.625
QXdKjmKUzU,0.3,above,3_irreg,0.375,0.75
svGOyTaAnm,0.3,above,3_irreg,0.333333333,0.708333333
t2zqf0qbv7,0.3,above,2_reg,0.113333333,0.75
GwpqMsLykr,0.3,above,3_irreg,0.358333333,0.75
UNZxN8gEu6,0.3,above,2_reg,0.17625,0.791666667
oxGdn5AUib,0.3,above,1_grid,0.366666667,0.708333333
v2RUlSt8w7,0.3,above,1_grid,0.225,0.75
PlGsUhrcwI,0.3,above,3_irreg,0.491666667,0.75
JElPT1VWfS,0.3,above,2_reg,0.216666667,0.791666667
eAdo79nuRQ,0.3,above,3_irreg,0.333333333,0.791666667
S3cU9kjjuN,0.3,above,1_grid,0.166666667,0.75
nKVbrDNv1A,0.3,above,3_irreg,0.160833333,0.75
X4C5GfJdDg,0.3,above,2_reg,0.464583333,0.625
zMWXKNrcEd,0.3,above,3_irreg,0.614583333,0.458333333
XA09NwFe79,0.3,above,3_irreg,0.425,0.708333333
YhZVJyfDaG,0.3,above,3_irreg,0.308333333,0.791666667
w23i5s1Bbb,0.3,above,2_reg,0.283333333,0.708333333
0fKy2LXO9I,0.3,above,2_reg,0.45,0.75
VJ2YE3LI30,0.3,above,1_grid,0.192916667,0.791666667
29PI1rEPFl,0.3,above,2_reg,0.187083333,0.75
bSMV9hiAqi,0.3,above,1_grid,0.1525,0.791666667
MnL8d847jJ,0.3,above,3_irreg,0.120416667,0.708333333
WbIrAHjMje,0.3,above,2_reg,0.595833333,0.458333333
AZvEVV1E31,0.3,above,1_grid,0.308333333,0.708333333
FWjkatgtEg,0.3,above,3_irreg,0.285,0.583333333
kbVAtJ4Yus,0.3,above,3_irreg,0.341666667,0.708333333
U3KWFWp2wq,0.3,above,1_grid,0.225,0.75
j9I3FCWS9X,0.3,above,3_irreg,0.266666667,0.791666667
JWRJMVymmL,0.3,above,1_grid,0.316666667,0.75
cHWr2EjKrT,0.3,above,2_reg,0.072083333,0.75
SG41KTHjdf,0.3,above,2_reg,0.283333333,0.75
p9B2TejKzx,0.3,above,3_irreg,0.566666667,0.541666667
TlGX971CQA,0.3,above,1_grid,0.333333333,0.708333333
pL52CBLSrX,0.3,above,1_grid,0.124166667,0.708333333
dEqRGGzSUU,0.3,above,3_irreg,0.225,0.791666667
UIsOwuXbHM,0.3,above,2_reg,0.466666667,0.666666667
piaK9n7iVM,0.3,above,3_irreg,0.375,0.75
0Z1YtFbmfN,0.3,above,3_irreg,0.333333333,0.666666667
pv9GxOC3TP,0.3,above,3_irreg,0.266666667,0.708333333
sDftncA57u,0.3,above,3_irreg,0.233333333,0.75
Ud3MGxXWdq,0.3,above,2_reg,0.441666667,0.75
swgRTnM3XE,0.3,above,3_irreg,0.4625,0.75
uj9AZOfoL1,0.3,above,2_reg,0.333333333,0.75
FaDwHT4x45,0.3,above,1_grid,0.366666667,0.708333333
ySLW3SgfSe,0.3,above,3_irreg,0.452083333,0.666666667
gzx2JqeCG1,0.3,above,3_irreg,0.40125,0.666666667
1cBijkSq7n,0.3,above,3_irreg,0.504166667,0.708333333
sOEYK0YXsH,0.3,above,2_reg,0.183333333,0.75
N1mxGJosW2,0.3,above,1_grid,0.212083333,0.708333333
P5ylsB0pOO,0.3,above,1_grid,0.169166667,0.833333333
tEhNvzp7Hw,0.3,above,1_grid,0.192916667,0.75
Cym9ntrIJK,0.3,above,1_grid,0.397916667,0.666666667
MhEfVu4A6J,0.3,above,3_irreg,0.208333333,0.75
LOW1OnXR10,0.3,above,3_irreg,0.235833333,0.708333333
9Cl1RXyMt4,0.3,above,1_grid,0.13125,0.791666667
KS5076ij1l,0.3,above,1_grid,0.209583333,0.791666667
83tpgRvqhl,0.3,above,1_grid,0.460416667,0.583333333
ismk6URtNY,0.3,above,1_grid,0.145416667,0.75
67De2gsi0D,0.3,above,1_grid,0.258333333,0.708333333
U1QEknpU8r,0.3,above,2_reg,0.158333333,0.75
DDevwEzfWY,0.3,above,3_irreg,0.478333333,0.583333333
l77tuEoBJQ,0.3,above,2_reg,0.1625,0.75
ofWR2wRgvh,0.3,above,1_grid,0.375,0.75
azm9myWHsh,0.3,above,2_reg,0.210833333,0.666666667
Z01KH2zpDr,0.3,above,1_grid,0.520833333,0.5
VhUA8DnItA,0.3,above,2_reg,0.433333333,0.708333333
ncfzePnEVs,0.3,above,3_irreg,0.541666667,0.625
Vug1ItW9wO,0.3,above,2_reg,0.166666667,0.75
YHrQS03hWS,0.3,above,2_reg,0.233333333,0.791666667
IEdS7s03pM,0.3,above,2_reg,0.165,0.791666667
ICW6arBhSo,0.3,above,1_grid,0.184583333,0.708333333
8ALef0T32i,0.3,above,1_grid,0.2,0.75
Yf7c5FTRXi,0.3,above,3_irreg,0.441666667,0.708333333
nsHSenreoH,0.3,above,1_grid,0.17625,0.75
ZMHXYOIgol,0.3,above,2_reg,0.144166667,0.708333333
4kiuyioNNu,0.3,above,1_grid,0.30125,0.708333333
gAZbDCiKVU,0.3,above,2_reg,0.25125,0.708333333
5NuL6KuVIC,0.3,above,2_reg,0.366666667,0.75
7ZF08fi7GB,0.3,above,3_irreg,0.604166667,0.458333333
O3xq8BbdXB,0.3,above,1_grid,0.342916667,0.75
BQ7kPJniyx,0.3,above,2_reg,0.241666667,0.791666667
NEP4O52Pjz,0.3,above,2_reg,0.183333333,0.708333333
aLusjw9bOh,0.3,above,1_grid,0.267916667,0.75
M1wbUSdCQk,0.3,above,3_irreg,0.416666667,0.75
oZSavlGeP3,0.3,below,1_grid,0.180416667,0.708333333
3Qr9L4x6tQ,0.3,below,2_reg,0.1825,0.708333333
0fKy2LXO9I,0.3,below,2_reg,0.24375,0.583333333
t2zqf0qbv7,0.3,below,2_reg,0.19375,0.708333333
QXdKjmKUzU,0.3,below,3_irreg,0.21875,0.625
SG41KTHjdf,0.3,below,2_reg,0.245833333,0.5
CQxOBSfXw8,0.3,below,1_grid,0.208333333,0.625
RI4gZAO68b,0.3,below,1_grid,0.18875,0.75
VJ2YE3LI30,0.3,below,1_grid,0.162916667,0.75
gzx2JqeCG1,0.3,below,3_irreg,0.197083333,0.666666667
j9I3FCWS9X,0.3,below,3_irreg,0.066666667,0.791666667
JWRJMVymmL,0.3,below,1_grid,0.125833333,0.75
XA09NwFe79,0.3,below,3_irreg,0.203333333,0.666666667
2Lz0p08zVo,0.3,below,2_reg,0.24375,0.583333333
p9B2TejKzx,0.3,below,3_irreg,0.220833333,0.666666667
Mz0onOE30i,0.3,below,3_irreg,0.25,0.5
w23i5s1Bbb,0.3,below,2_reg,0.16375,0.75
sDftncA57u,0.3,below,3_irreg,0.25625,0.541666667
eCFJsb8sF4,0.3,below,2_reg,0.252083333,0.583333333
bSMV9hiAqi,0.3,below,1_grid,0.132083333,0.708333333
SaOtlZt0c9,0.3,below,2_reg,0.216666667,0.666666667
6hIIZB3tP9,0.3,below,2_reg,0.170833333,0.708333333
YhZVJyfDaG,0.3,below,3_irreg,0.241666667,0.625
AZvEVV1E31,0.3,below,1_grid,0.220833333,0.708333333
U3KWFWp2wq,0.3,below,1_grid,0.122083333,0.708333333
kbVAtJ4Yus,0.3,below,3_irreg,0.137083333,0.75
zMWXKNrcEd,0.3,below,3_irreg,0.216666667,0.625
BdouzV5eGW,0.3,below,2_reg,0.2625,0.458333333
saknf1WDg4,0.3,below,2_reg,0.167916667,0.75
oxGdn5AUib,0.3,below,1_grid,0.220833333,0.625
67De2gsi0D,0.3,below,1_grid,0.2,0.708333333
svGOyTaAnm,0.3,below,3_irreg,0.25,0.583333333
MIfIN9YpJp,0.3,below,1_grid,0.191666667,0.666666667
YEdFFvLkHX,0.3,below,3_irreg,0.211666667,0.625
WbIrAHjMje,0.3,below,2_reg,0.260416667,0.375
X4C5GfJdDg,0.3,below,2_reg,0.270833333,0.458333333
ofWR2wRgvh,0.3,below,1_grid,0.264583333,0.416666667
MhEfVu4A6J,0.3,below,3_irreg,0.169583333,0.666666667
nKVbrDNv1A,0.3,below,3_irreg,0.139583333,0.75
swgRTnM3XE,0.3,below,3_irreg,0.25625,0.541666667
FaDwHT4x45,0.3,below,1_grid,0.260416667,0.375
v2RUlSt8w7,0.3,below,1_grid,0.134583333,0.708333333
ySLW3SgfSe,0.3,below,3_irreg,0.1775,0.708333333
DDevwEzfWY,0.3,below,3_irreg,0.241666667,0.583333333
8ALef0T32i,0.3,below,1_grid,0.093333333,0.75
ismk6URtNY,0.3,below,1_grid,0.220833333,0.625
MnL8d847jJ,0.3,below,3_irreg,0.090833333,0.75
pv9GxOC3TP,0.3,below,3_irreg,0.162083333,0.708333333
IEdS7s03pM,0.3,below,2_reg,0.239583333,0.541666667
KS5076ij1l,0.3,below,1_grid,0.093333333,0.75
piaK9n7iVM,0.3,below,3_irreg,0.209583333,0.666666667
cHWr2EjKrT,0.3,below,2_reg,0.195833333,0.708333333
83tpgRvqhl,0.3,below,1_grid,0.224166667,0.541666667
uj9AZOfoL1,0.3,below,2_reg,0.216666667,0.666666667
PlGsUhrcwI,0.3,below,3_irreg,0.258333333,0.5
GwpqMsLykr,0.3,below,3_irreg,0.089583333,0.833333333
ncfzePnEVs,0.3,below,3_irreg,0.272916667,0.375
ZOPqasjzY5,0.3,below,1_grid,0.139583333,0.75
l77tuEoBJQ,0.3,below,2_reg,0.209583333,0.75
UNZxN8gEu6,0.3,below,2_reg,0.1875,0.708333333
Cym9ntrIJK,0.3,below,1_grid,0.247916667,0.541666667
P5ylsB0pOO,0.3,below,1_grid,0.241666667,0.541666667
LOW1OnXR10,0.3,below,3_irreg,0.21875,0.583333333
N6BqqTmde1,0.3,below,1_grid,0.21875,0.666666667
YHrQS03hWS,0.3,below,2_reg,0.245833333,0.5
FWjkatgtEg,0.3,below,3_irreg,0.233333333,0.5
M1wbUSdCQk,0.3,below,3_irreg,0.195833333,0.625
ICW6arBhSo,0.3,below,1_grid,0.239583333,0.583333333
JElPT1VWfS,0.3,below,2_reg,0.202083333,0.666666667
Yf7c5FTRXi,0.3,below,3_irreg,0.260416667,0.541666667
Z01KH2zpDr,0.3,below,1_grid,0.217916667,0.583333333
ZMHXYOIgol,0.3,below,2_reg,0.186666667,0.75
1cBijkSq7n,0.3,below,3_irreg,0.21375,0.666666667
UIsOwuXbHM,0.3,below,2_reg,0.191666667,0.708333333
9Cl1RXyMt4,0.3,below,1_grid,0.197916667,0.666666667
tEhNvzp7Hw,0.3,below,1_grid,0.174166667,0.75
Ud3MGxXWdq,0.3,below,2_reg,0.204166667,0.583333333
O3xq8BbdXB,0.3,below,1_grid,0.147916667,0.75
nsHSenreoH,0.3,below,1_grid,0.2,0.666666667
VhUA8DnItA,0.3,below,2_reg,0.247916667,0.458333333
sOEYK0YXsH,0.3,below,2_reg,0.20125,0.625
7ZF08fi7GB,0.3,below,3_irreg,0.270833333,0.458333333
dEqRGGzSUU,0.3,below,3_irreg,0.152916667,0.75
pL52CBLSrX,0.3,below,1_grid,0.085,0.791666667
N1mxGJosW2,0.3,below,1_grid,0.1525,0.791666667
0Z1YtFbmfN,0.3,below,3_irreg,0.245833333,0.541666667
TlGX971CQA,0.3,below,1_grid,0.235416667,0.541666667
Vug1ItW9wO,0.3,below,2_reg,0.175416667,0.708333333
aLusjw9bOh,0.3,below,1_grid,0.186666667,0.666666667
U1QEknpU8r,0.3,below,2_reg,0.23125,0.583333333
GBz2w0igYD,0.3,below,2_reg,0.227083333,0.625
gAZbDCiKVU,0.3,below,2_reg,0.197083333,0.666666667
azm9myWHsh,0.3,below,2_reg,0.2075,0.625
4kiuyioNNu,0.3,below,1_grid,0.264583333,0.416666667
5NuL6KuVIC,0.3,below,2_reg,0.195,0.625
BQ7kPJniyx,0.3,below,2_reg,0.24375,0.583333333
NEP4O52Pjz,0.3,below,2_reg,0.225,0.625
XWhkZI5TOE,0.4,above,1_grid,0.209583333,0.75
GrLrA7494k,0.4,above,1_grid,0.055,0.791666667
cC60l9oPUh,0.4,above,3_irreg,0.5,0.5
lOPrINYIMf,0.4,above,3_irreg,0.142916667,0.791666667
FN8xLCo63j,0.4,above,1_grid,0.404166667,0.541666667
XFtRekyhLw,0.4,above,1_grid,0.225,0.708333333
bQnRQYCDRM,0.4,above,3_irreg,0.383333333,0.75
QE5vTDxbHv,0.4,above,1_grid,0.185833333,0.75
9znK7iyuq2,0.4,above,2_reg,0.416666667,0.708333333
rdyopujeoU,0.4,above,1_grid,0.125416667,0.75
4YCsWPo3TU,0.4,above,1_grid,0.183333333,0.791666667
2x6Gnhkp1l,0.4,above,1_grid,0.191666667,0.75
w3LaSOi4RT,0.4,above,2_reg,0.15125,0.708333333
UblOCPBbK8,0.4,above,1_grid,0.17625,0.791666667
5OA5vvPrfr,0.4,above,2_reg,0.149166667,0.75
fwz3OxXrhM,0.4,above,1_grid,0.35,0.75
UFiXz7XDMt,0.4,above,1_grid,0.1525,0.708333333
uEz7wLU9ft,0.4,above,3_irreg,0.275,0.791666667
YOFDqzVeAn,0.4,above,3_irreg,0.191666667,0.75
qFYpo1IclD,0.4,above,1_grid,0.13,0.75
LLy8aMu69M,0.4,above,1_grid,0.233333333,0.708333333
RlvqruxERe,0.4,above,2_reg,0.104166667,0.791666667
7bISzAmzNP,0.4,above,3_irreg,0.4125,0.708333333
Rwjgsn19BS,0.4,above,1_grid,0.11125,0.791666667
ZmXEhcssfj,0.4,above,3_irreg,0.3,0.708333333
ygBwf63dlK,0.4,above,3_irreg,0.241666667,0.791666667
0efINsW4y8,0.4,above,2_reg,0.241666667,0.791666667
MF8KfSSY9M,0.4,above,1_grid,0.472916667,0.25
JZkzjGvuc0,0.4,above,1_grid,0.320833333,0.75
UMzQYy9r4S,0.4,above,2_reg,0.13375,0.75
oRxdf8Dvb0,0.4,above,1_grid,0.13,0.75
6Va1hsYqDm,0.4,above,1_grid,0.275,0.791666667
8RDum1hDZY,0.4,above,2_reg,0.22875,0.708333333
4XHrsRVCGM,0.4,above,1_grid,0.175,0.75
qDeh4AnWt2,0.4,above,2_reg,0.3,0.708333333
DHZ8euws5w,0.4,above,3_irreg,0.435416667,0.708333333
b0iCz00jc9,0.4,above,3_irreg,0.097916667,0.791666667
2jOQRFbwKv,0.4,above,3_irreg,0.495833333,0.375
CGR5wFq1zl,0.4,above,1_grid,0.105,0.708333333
0kWtTNy4mM,0.4,above,1_grid,0.17625,0.75
cteJpRrx23,0.4,above,3_irreg,0.283333333,0.833333333
XBcDTOcq0j,0.4,above,3_irreg,0.414583333,0.625
F0Sr86Sswh,0.4,above,3_irreg,0.420833333,0.666666667
8OSpJZVjBe,0.4,above,3_irreg,0.416666667,0.625
bikl5BcSWc,0.4,above,3_irreg,0.472916667,0.541666667
OJLxqKAPXl,0.4,above,3_irreg,0.529166667,0.25
jeHRB0XE1W,0.4,above,1_grid,0.0875,0.75
ikbP0YYxKA,0.4,above,1_grid,0.079583333,0.75
h7BOS8i897,0.4,above,3_irreg,0.35,0.708333333
kEblGZx0fI,0.4,above,2_reg,0.06375,0.791666667
147bOumbVZ,0.4,above,2_reg,0.4875,0.541666667
onZpRDDgjM,0.4,above,2_reg,0.275,0.75
vTVM8dm791,0.4,above,1_grid,0.070833333,0.791666667
tmex08AVlW,0.4,above,1_grid,0.106666667,0.791666667
HFPIZ0pSX7,0.4,above,3_irreg,0.49375,0.5
ik2o6NwX8o,0.4,above,2_reg,0.082916667,0.791666667
oviS4hAbm2,0.4,above,3_irreg,0.2,0.75
RYOg4RtdP0,0.4,above,2_reg,0.093333333,0.75
BahSEaW7jk,0.4,above,3_irreg,0.10625,0.791666667
5WLdGq4VK9,0.4,above,3_irreg,0.40625,0.666666667
OzbX19GoO9,0.4,above,3_irreg,0.191666667,0.75
dGBfDoQx5q,0.4,above,1_grid,0.241666667,0.708333333
YxpTscUtPX,0.4,above,1_grid,0.160833333,0.708333333
iTjRKhqTIv,0.4,above,2_reg,0.22625,0.708333333
oBuc4fw521,0.4,above,2_reg,0.35,0.75
1ajRsfxFIT,0.4,above,1_grid,0.2,0.75
pC0spv04OW,0.4,above,1_grid,0.137083333,0.75
39JmbnqCkn,0.4,above,2_reg,0.13,0.75
GaxKMogGOR,0.4,above,2_reg,0.138333333,0.791666667
Udm8jOFECt,0.4,above,1_grid,0.183333333,0.708333333
5GGrV4FV8L,0.4,above,2_reg,0.0875,0.791666667
MDMNGIwuZY,0.4,above,2_reg,0.093333333,0.791666667
lQS45lSdDy,0.4,above,2_reg,0.447916667,0.666666667
As6VHS5DwH,0.4,above,2_reg,0.485416667,0.541666667
FaGURVUDuL,0.4,above,3_irreg,0.166666667,0.708333333
I223Qe10nH,0.4,above,2_reg,0.13,0.791666667
09hp3JCXdr,0.4,above,1_grid,0.160833333,0.708333333
35dpPOw9eE,0.4,above,3_irreg,0.3,0.75
a8CWWBuywG,0.4,above,1_grid,0.135833333,0.708333333
d6q33s6oFX,0.4,above,3_irreg,0.483333333,0.541666667
y37qIXOubM,0.4,above,2_reg,0.142916667,0.791666667
Vm18ginJlq,0.4,above,3_irreg,0.120833333,0.75
dEwCp3nnv8,0.4,above,2_reg,0.100416667,0.791666667
5rNnXJhAgB,0.4,above,3_irreg,0.454166667,0.583333333
WEHPxPBm7z,0.4,above,2_reg,0.225,0.75
TxKukk9bNZ,0.4,above,2_reg,0.364583333,0.708333333
mu7d5IadQL,0.4,above,1_grid,0.234583333,0.708333333
qYD7s4ZeBY,0.4,above,2_reg,0.167916667,0.75
m1CS72dfu6,0.4,above,3_irreg,0.216666667,0.75
UXs0eTXFkn,0.4,above,2_reg,0.155,0.791666667
7rnOMCVrnf,0.4,above,3_irreg,0.258333333,0.75
b07PHHOOQA,0.4,above,3_irreg,0.5,0.5
Z1uVpSE4rA,0.4,above,1_grid,0.275,0.791666667
7kdeMqtv1l,0.4,above,3_irreg,0.35,0.708333333
ZAwZlIxqVR,0.4,above,2_reg,0.195416667,0.708333333
fwz3OxXrhM,0.4,below,1_grid,0.135833333,0.791666667
sShHIQBK4e,0.4,below,2_reg,0.216666667,0.75
9znK7iyuq2,0.4,below,2_reg,0.30625,0.666666667
w3LaSOi4RT,0.4,below,2_reg,0.1525,0.75
lOPrINYIMf,0.4,below,3_irreg,0.209583333,0.833333333
rdyopujeoU,0.4,below,1_grid,0.14125,0.75
bQnRQYCDRM,0.4,below,3_irreg,0.354166667,0.416666667
XFtRekyhLw,0.4,below,1_grid,0.167916667,0.75
HFPIZ0pSX7,0.4,below,3_irreg,0.354166667,0.5
ZmXEhcssfj,0.4,below,3_irreg,0.28125,0.625
FN8xLCo63j,0.4,below,1_grid,0.289583333,0.708333333
wU8uKm9L7z,0.4,below,2_reg,0.233333333,0.75
RlvqruxERe,0.4,below,2_reg,0.341666667,0.541666667
uEz7wLU9ft,0.4,below,3_irreg,0.308333333,0.583333333
ik2o6NwX8o,0.4,below,2_reg,0.1775,0.75
DHZ8euws5w,0.4,below,3_irreg,0.249166667,0.583333333
5WLdGq4VK9,0.4,below,3_irreg,0.335416667,0.5
cC60l9oPUh,0.4,below,3_irreg,0.341666667,0.416666667
4XHrsRVCGM,0.4,below,1_grid,0.217916667,0.75
cccCLPEIBf,0.4,below,2_reg,0.090833333,0.75
ygBwf63dlK,0.4,below,3_irreg,0.279166667,0.541666667
UblOCPBbK8,0.4,below,1_grid,0.302083333,0.708333333
Rwjgsn19BS,0.4,below,1_grid,0.31875,0.708333333
